Price,Rooms,Area,Stage,Location,Description,Stage description
225.00,1,30.00,1,Poznań Rataje Nowe Miasto Centrum. ul. Os. Piastowskie,Mieszkanie 2-pokojowe o powierzchni 43 7m2 na trzecim piętrze w niskim budynku na os. Piastowskim (Rataje). Dwa ustawne pokoje (14 4m2 i 16m2) kuchnia (4m2) z oknem loggia. Na podłogach w pokojach i korytarzu panele w kuchni wykładzina PCV....,pierwsze piętro
366.00,2,53.72,3,Poznań Nowe Miasto ul. Smolna,Rozkładowe przestronne mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Nowe Miasto. Dwa pokoje okna wychodzące na południe wschód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi -..., trzecie
219.00,2,46.00,4,Poznań ul. Jaworowa Dopłata Mdm,Przestronne dwa pokoje MDM nr ogłoszenia w biurze 14/MK/2 Atrakcyjne 2-pokojowe mieszkanie na 4 piętrze niskiego bloku w pobliżu pętli Dębiec w spokojnej okolicy ul. Jaworowej Na powierzchni 45 65m2 znajdują się następujące pomieszczenia: >...,czwarte piętro
320.70,3,54.13,1,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
380.10,3,60.68,7,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,siódme piętro
188.11,1,33.50,1,Poznań Łazarz ul. Kanałowa,Polecam na sprzedaż przestronne mieszkanie przy ul.Kanałowej w Centrum Poznania. Kamienica jest rewitalizowana posiada ogrzewanie miejskie (Dalkia). Mieszkania w stanie deweloperskim ( tynki gipsowe na ścianach drewniane podłogi drewniane nowe...,pierwsze piętro
318.00,3,62.70,6,Poznań Stare Miasto Piątkowo,Polecam na sprzedaż mieszkanie o powierzchni 63 m2 znajdujące się na Osiedlu Jana III Sobieskiego. Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • cicha i spokojna okolica Nieruchomość złożona z:...,szóste piętro
275.40,3,44.78,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,czwarte piętro
450.60,3,74.11,1,Poznań Grunwald,Polecam na sprzedaż mieszkanie w stanie deweloperskim na Grunwaldzie. Zestawienie pomieszczeń : 1. hall - 9 16 m2 2. pokój - 13 95 m2 3. kuchnia - 8 46 m2 4. łazienka - 4 63 m2 5. pokój - 17 27 m2 6. pokój - 12 90 m2...,pierwsze piętro
254.37,2,41.70,2,Poznań ul. Umultowska,WIOSENNA PROMOCJA!!! MIESZKANIA W BARDZO ATRAKCYJNYCH CENACH!!! ZAPRASZAMY www.btm.poznan.pl Na sprzedaż mieszkanie na Piątkowie przy ul Umultowskiej 23 o pow. 41 7 m2 zlokalizowane na II piętrze. Na metraż mieszkania składają się dwa ustawne..., drugie piętro 
130.00,1,26.00,2,Poznań Wilda ul. Fabryczna,Polecam do sprzedaży kawalerkę o pow.ok 26m2 znajdującą się na 2 piętrze w kamienicy.Mieszkanie w pełni umeblowane po remoncie nowe okna PCV na podłogach panele. Mieszkanie składa się z pokoju z aneksem kuchennym ze sprzętem AGD łazienki z..., drugie piętro 
323.85,2,54.70,5,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...,piąte piętro
240.00,2,37.20,5,Poznań Wilda Rynek Wildecki ul. Św. Jerzego,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskiej Wildzie. Mieszkanie 2-pokojowe powstało 2 lata temu w wyniku przekształcenia i adaptacji strychu. Salon z aneksem kuchennym sypialnia łazienka mały hall. (można zrobić...,piąte piętro
450.17,4,77.61,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/43 cena brutto: 470.165 21 zł CENA PROMOCYJNA DO KOŃCA WRZEŚNIA: 550.165 21 zł BRUTTO kondygnacja: I piętro balkon: tak komórka lokatorska: 2 64 m2 w cenie mieszkania dodatkowe opcje:...,pierwsze piętro
240.00,2,37.60,2,Poznań Nowe Miasto Rataje,Polecam na sprzedaż dwupokojowe mieszkanie o powierzchni 37 m2 na Ratajach. Korzystna inwestycja. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • w pełni wykończony lokal • po remoncie instalacji Nieruchomość złożona z: •..., drugie piętro 
319.00,3,84.50,3,Poznań Wilda ul. Umińskiego,Mieszkanie 87 m2 w kamienicy wzniesionej w 1903 roku na Wildzie u zbiegu ulic Umińskiego i Kosińskiego. Dwa ponad dwudziestometrowe samodzielne pokoje aczkolwiek połączone ze sobą amfiladą z wystawą zachodnią. Jeden z nich z niewielkim balkonem..., trzecie
328.00,3,56.00,1,Poznań Górczyn ul. Daleka,Mieszkanie z ogródkiem w samym Poznaniu. 0% prowizji 0% prowizji 0% prowizji Bieżąca oferta obejmuje 3-pokojowy lokal o powierzchni 56 m2 położony na parterze nowoczesnego osiedla budynków wielomieszkaniowych w niskiej zabudowie. Nowo powstające...,pierwsze piętro
239.00,1,66.02,1,Poznań Antoninek ul. Ziemowita,PRZEPIĘKNA PRZESTRONNY APARTAMENT O PODWYŻSZONYM STANDARDZIE! WYSOKI PARTER! GARAŻ! KUPUJĄCY NIE PŁACI PROWIZJI! Na sprzedaż 1-pokojowy apartament położony na WYSOKIM parterze niskiego budynku z cegły z 2001 roku zlokalizowany przy ul....,pierwsze piętro
215.00,2,38.00,4,Poznań Jeżyce Ogrody ul. Szpitalna,Lokalizacja: Jeżyce ul. Szpitalna przy pętli komunikacyjnej na Ogrodach. Budynek z cegły lata 60-te Mieszkanie o pow. 38 mkw. + piwnica Położone na 4 piętrze . Podział powierzchni:1/ pokój o pow. 22 mkw. w którym zaplanowano aneks kuchenny. 2/...,czwarte piętro
320.00,4,104.00,1,Poznań Łazarz ul. Łukaszewicza,Rozkładowe przestronne mieszkanie na parterze w kamienicy w Poznaniu w dzielnicy Łazarz. Cztery pokoje okna wychodzące na wschód zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - wykładzina; Okna - PCV;...,pierwsze piętro
417.00,3,55.00,5,Poznań Polanka ul. Katowicka,Rozkładowe jasne mieszkanie na piątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Nowe Miasto. Trzy pokoje okna wychodzące na wschód zachód; widok na podwórko. Standard wykończenia: Ściany - tynk; Podłogi - panele podłogowe; Okna -...,piąte piętro
387.00,2,49.00,4,Poznań Winogrady ul. Naramowicka 31a,Sprzedaż bezpośrednia - od właściciela. Bardzo jasne mieszkanie z pięknym widokiem z bardzo dużym balkonem w budynku Atanera z 2006r. przy ul.Naramowickiej 31A/16 w Poznaniu . Doskonała lokalizacja u zbiegu ul.Naramowickiej i Serbskiej: w pobliżu...,czwarte piętro
539.00,3,84.50,6,Poznań Stare Miasto ul. Piątkowska,NOWA CENA. MIESZKANIE 3 POKOJOWE W NOWOCZESNYM BUDYNKU. Salon nieruchomości Iron House poleca na sprzedaż atrakcyjny 3 pokojowy apartament 84 5 m2 w budynku Atanera z 2006 roku. Prezentowana nieruchomość znajduje się na 6 piętrze w...,szóste piętro
281.18,2,47.02,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
420.00,3,66.81,5,Poznań Grunwald ul. Smardzewska,Kontakt: Katarzyna Piotrowska 607-071-477 Polecam na sprzedaż przestronne piękne trzypokojowe mieszkanie położone w kilkuletnim bloku na Grunwaldzie przy ul. Smardzewskiej. Duży salon (18 88 m2) z wyposażonym aneksem kuchennym (6 04 m2) dwie...,piąte piętro
175.00,1,33.00,5,Poznań Wilda,Polecam na sprzedaż sympatyczną kawalerkę w bloku z cegły z 1999 r. nieopodal Rynku Wildeckiego w bocznej ulicy. Mieszkanie zlokalizowane na 5 piętrze w budynku 6-cio piętrowym z windą. Doskonała lokalizacja w pobliżu pełna infrastruktura ...,piąte piętro
265.00,2,49.00,3,Poznań Piątkowo ul. Os. Batorego,Sprzedam dwupokojowe o wysokim standardzie Poznań BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM BIUREM NIERUCHOMOŚCI. Polecamy Państwu do zapoznania się z nową ofertą mieszkania dwupokojowego o powierzchni 49 2 m2 położonego na trzecim..., trzecie
317.00,4,65.00,1,Poznań Stare Miasto Winogrady Os. Wichrowe Wzg ul. Os. Wichrowe Wzgórze,Gorąco polecam przestronne mieszkanie w doskonałej lokalizacji na os. Wichrowe Wzgórze na Winogradach. OPIS MIESZKANIA: Mieszkanie czteropokojowe na osiedlu Wichrowe Wzgórze o powierzchni 64 90 m2 znajduje się na 1 piętrze w ocieplonym...,pierwsze piętro
300.00,2,56.00,3,Poznań Poznań-Grunwald ul. Rycerska,Na sprzedaż wyremontowane mieszkanie o pow. 56 m2 z Księgą Wieczystą bez obciążeń położone na ul. Rycerskiej na poznańskim Grunwaldzie. Mieszkanie na 3 piętrze budynku 4 piętrowego ocieplonego murowana z pełnej cegły z lat 60tych. W bloku..., trzecie
510.22,4,79.60,2,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób..., drugie piętro 
328.79,2,55.00,1,Poznań Jeżyce,STYLOWE MIESZKANIE W REWITALIZOWANEJ KAMIENICY. JEŻYCE. Przedmiotem oferty jest dwupokojowe mieszkanie o powierzchni 55m2 (pokój z aneksem 26 50m2 pokój 20m2 łazienka 5m2 korytarz 3 50m2) znajdujące się na pierwszym piętrze zrewitalizowanej...,pierwsze piętro
399.00,3,74.00,4,Poznań Piątkowo ul. Os. Zygmunta Starego,Zapraszam do zapoznania się z ofertą sprzedaży ciekawego mieszkania znajdującego się na 4 piętrze niskiego bloku z cegły na poznańskim Piątkowie. Mieszkanie klimatyczne przestronne gotowe do zamieszkania składa się z 3 przestronnych pokoi ...,czwarte piętro
245.00,2,38.00,4,Poznań Podolany ul. Żegiestowska,OFERTA ZABLOKOWANA Polecam mieszkanie gotowe do wprowadzenia bez nakładów finansowych! Na sprzedaż 2-pokojowe komfortowe mieszkanie o powierzchni 45 9m2 położone na drugim i ostatnim piętrze w budynku z cegły z 2007 roku na PODOLANACH w...,czwarte piętro
248.09,2,40.34,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,piąte piętro
314.03,3,56.48,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
271.00,2,45.00,4,Poznań Piątkowo ul. Os. Stefana Batorego,Polecam na sprzedaż 2 pokojowe mieszkanie w świetnej lokalizacji na os. Batorego (Piątkowo). Lokal położony na IVp niskiego budynku w cichej spokojnej okolicy. Blok wybudowany w 1999r. Na mieszkanie składają się 2 pokoje półotwarta kuchnia ...,czwarte piętro
630.00,4,85.00,4,Poznań Stare Miasto,NOWY APARTAMENT Z BALKONEM NOWY BUDYNEK Z MATERIAŁÓW WYSOKIEJ JAKOŚCI. Przedmiotem sprzedaży jest apartament na pierwszym piętrze o powierzchni 84 57m2. Apartament składa się z 4 pokoi (19 20m2 10 60m2 13 20m2 6 40m2) kuchnia 11 60m2 ...,czwarte piętro
272.05,2,47.23,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
250.00,1,29.00,2,Poznań Wilda ul. Górna Wilda,Polecam na sprzedaż atrakcyjną kawalerkę o powierzchni 29m2w nowo powstałym budynku na ul. Górna Wilda. Skład lokalu to Pokój z aneksem kuchennym korytarz łazienka ok 6 m2 balkon o powierzchni 7 m2. Okna wychodzące na północ północny..., drugie piętro 
199.00,2,43.00,2,Poznań Piotrowo,Polecam do zakupu mieszkanie z balkonem z możliwością dokupienia działki ROD o powierzchni 43m2 w Poznaniu dzielnicy Piotrowo ul Głuszyna. Mieszkanie słoneczne ciche zadbane. Blok ocieplony pomalowany nowe opierzenia i dach. Otoczenie..., drugie piętro 
269.00,2,55.50,10,Poznań Rataje ul. Falista,Słoneczne mieszkanie na dziesiątym piętrze w wieżowcu w Poznaniu w dzielnicy Rataje. Dwa pokoje okna wychodzące na południe zachód; widok na panoramę miasta. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - panele podłogowe ...,dziesiąte piętro
271.17,2,44.80,4,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak,KUPUJĄCY NIE PŁACI PROWIZJI. Na sprzedaż mieszkanie 2-pokojowe na nowym osiedlu Wilczak. Mieszkanie usytuowane jest na 4 piętrze w budynku jest winda. Układ pomieszczeń: pokój dzienny z aneksem kuchennym z oknem (20 33m2) z balkonem (7 87m2) ...,czwarte piętro
309.00,3,65.00,3,Poznań Winogrady ul. Kosmonautów,Oferuje na sprzedaż mieszkanie na WINOGRADACH Os.Kosmonautów znajdujące się w niskim bloku ocieplonym na 3 piętrze z balkonem o powierzchni 64 9 m 2 Lokal składa się z ustawnych 3 pokoi * trzech pokoi [25 m 2 9 m 2 12 m 2] *korytarza..., trzecie
320.00,3,53.09,1,Poznań Piątkowo ul. Sarmacka,Rozkładowe słoneczne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Piątkowo. Trzy pokoje okna wychodzące na północ południe wschód zachód; widok na drzewa. Standard wykończenia: Ściany - glazura gładź gipsowa ...,pierwsze piętro
188.82,2,32.50,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
279.79,1,37.81,2,Poznań Grunwald ul. Heweliusza,Hevelia nowe kameralne osiedle na poznańskim Grunwaldzie jest odpowiedzią na potrzeby wszystkich tych którzy cenią w architekturze piękno prostotę i funkcjonalność. Harmonijnie wkomponowany w otoczenie zespół czteropiętrowych budynków ..., drugie piętro 
372.60,3,54.00,3,Poznań Stare Miasto ul. Wodna,| Kontakt w sprawie oferty: Renata tel.790 721 421 . . Polecam na sprzedaż mieszkanie o powierzchni 51 m2 w kamienicy przy ul. Wodna/ Grobla. Możliwa DOWOLNA ARANŻACJA zawarta w cenie mieszkania na 2 do 3 pokoi lub PODZIAŁ NA 2 DO 3..., trzecie
460.15,2,31.80,4,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...,czwarte piętro
321.53,3,56.31,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania, drugie piętro 
300.76,2,48.51,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania, drugie piętro 
597.59,4,104.42,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/56 cena brutto: 597.593 23 zł kondygnacja: parter balkon: taras komórka lokatorska: 3 81 m2 w cenie mieszkania dodatkowe opcje: - miejsce parkingowe w hali garażowej na poziomie -1 -...,pierwsze piętro
387.00,3,82.50,1,Poznań Łazarz ul. Małeckiego Po Remoncie!,Biuro Nieruchomości Credo poleca na sprzedaż przestronne 3-pokojowe mieszkanie położone na pierwszym piętrze pięknej zabytkowej kamienicy w atrakcyjnej lokalizacji przy ul. Małeckiego Łazarz Poznań. Kamienica została ocieplona klatka schodowa...,pierwsze piętro
195.00,2,35.00,1,Poznań Jeżyce,Polecam na sprzedaż mieszkanie na Jeżycach przy ulicy Piotra Wawrzyniaka - blisko Dąbrowskiego na parterze z bezpośrednim wejściem do mieszkania z podwórza - nie ma klatki schodowej mieszkania o powierzchni 35 m2. Układ pomieszczeń jest...,pierwsze piętro
284.95,2,47.54,2,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja..., drugie piętro 
172.00,1,30.00,8,Poznań Rataje Śródka Centrum Zawady Wilda Łazarz ul. Bohaterów Ii Wojny Światowej,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu kawalerkę położoną na Ratajach ( os. Bohaterów II Wojny Światowej ). Na 30 m2 składa się jeden ustawny pokój osobna...,ósme piętro
239.00,2,44.00,4,Poznań Dębiec ul. Czechosłowacka,Polecam na sprzedaż mieszkanie w Poznaniu - 2pok. 44m2 - Dębiec - Czechosłowacka CENA: 239 000 ( do negocjacji ) - spółdzielcze własnościowe z KW - 4p./ 5 kondygnacji - czynsz 430zł ( 3 os. ) - okna PCV z wystawą pn.-pd. - ogrzewanie C.O....,czwarte piętro
246.33,2,39.73,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania, drugie piętro 
398.00,3,65.70,3,Poznań Stare Miasto ul. Czapla,Sprzedam mieszkanie 3- pokojowe w Poznaniu przy ul. Czapla powierzchnia użytkowa 65 7 m².Głównym atutem mieszkania jest lokalizacja- Czapla to „ślepa uliczka” położona tuż nad brzegiem Warty ( na wysokości plaży miejskiej na Szelągu) okolica..., trzecie
188.22,1,31.58,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania, drugie piętro 
150.00,1,28.00,4,Poznań Dębiec ul. Dębiec,Polecam na sprzedaż atrakcyjną kawalerkę o powierzchni 28 m2. Mieszkanie położone jest na 4 piętrze w 4 piętrowym budynku na os.Dębiec okolice ul.Osinowa. Kawalerka składa się z pokoju z aneksem przedsioneka i łazienki. Okna PCV nowe z...,czwarte piętro
221.13,1,33.90,1,Poznań Łazarz ul. Kanałowa,Polecam na sprzedaż przestronne mieszkanie przy ul.Kanałowej w Centrum Poznania. Kamienica jest rewitalizowana posiada ogrzewanie miejskie (Dalkia). Mieszkania w stanie deweloperskim ( tynki gipsowe na ścianach drewniane podłogi drewniane...,pierwsze piętro
215.00,2,46.18,1,Poznań Grunwald ul. Załęże,Polecam do zakupu mieszkanie położone na Łazarzu na ul.Załęże. Mieszkanie znajduję się na 1 dogodnym piętrze niskiego zadbanego bloku z cegły. Budynek po termomodernizacji w 2013 roku ocieplony nowa elewacja plastikowe okna. Metraż...,pierwsze piętro
509.58,4,79.50,3,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób..., trzecie
199.00,2,39.00,1,Poznań Dębiec ul. Jaworowa Łozowa Klonowa,Polecam na sprzedaż mieszkanie 2 pokojowe w budynku oddanym w 2015 r przy ul. Jaworowej. KUPUJĄCY NIE PŁACI 2% PODATKU PCC Blok znajduje się w samym sercu Dębca w pobliżu pętli tramwajowej autobusowej oraz dworca kolejowego. Bardzo szybki i...,pierwsze piętro
317.00,2,60.00,3,Poznań Grunwald Łazarz ul. Głogowska,Polecam na sprzedaż bardzo ładne i funkcjonalne mieszkanie zlokalizowane w Poznaniu przy ul. Głogowskiej blisko Parku Wilsona. Powierzchnia użytkowa: 60m2. Mieszkanie 2 pokojowe z osobną wyposażona kuchnią i łazienką. W mieszkaniu wymieniono..., trzecie
259.00,2,49.00,8,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Sprzedam dwupokojowe mieszkanie na os. Bolesława Śmiałego - w pobliżu przystanku PST! Mieszkanie 49m2 o niezależnym układzie pomieszczeń IDEALNIE NADAJĄCE SIĘ POD WYNAJEM!. Na podłogach dobrze zachowana klepka parkietowa w reszcie pomieszczeń...,ósme piętro
295.00,2,51.08,1,Poznań ul. Dolina,Oferuję 2- pokojowe mieszkanie na 1- piętrze wyremontowanej kamienicy na Górnej Wildzie. Kamienica znajduje się w ścisłym centrum przy ul. Dolina nieopodal skrzyżowania ulic Chwiałkowskiego i Górna Wilda. Miejsce jest bardzo dobrze skomunikowane...,pierwsze piętro
203.43,2,34.48,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania,pierwsze piętro
275.00,3,58.00,5,Poznań Grunwald ul. Marcelińska,Rozkładowe jasne mieszkanie na piątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na północ południe zachód; widok na panoramę miasta. Standard wykończenia: Ściany - tapeta; Podłogi - panele...,piąte piętro
205.00,2,37.00,1,Poznań Sołacz ul. Nad Potokiem,ZAMIENIĘ zadbane mieszkanie 2-pokojowe z balkonem o powierzchni 37m2 z dobrą lokalizacją na Sołaczu przy ulicy NAD POTOKIEM blisko Uniwersytetu Rolniczego i Parku Sołackiego w POZNANIU na podobne w KRAKOWIE. Blisko do komunikacji...,pierwsze piętro
325.00,2,47.00,3,Poznań Winogrady ul. Winogrady,BT - BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM!!! POZNAŃ - WINOGRADY Mieszkanie o pow. 46 6m2 położone na trzecim piętrze trzykondygnacyjnego budynku z 2004 roku. Pokój dzienny 19 5m2 połączony z kuchnią w formie aneksu ..., trzecie
263.00,2,45.66,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania, trzecie
285.00,4,73.00,1,Poznań Grunwald ul. Plewiska,SŁONECZNE TARASY 2 PLEWISKA UL. FABIANOWSKA 77 TYP MIESZKANIA F6' odbiór w styczniu 2016 r. MIESZKANIE DWUPOZIOMOWE NA PIĘTRZE Z TARASEM W przypadku dodatkowych pytań uprzejmie zapraszamy do bezpośredniego kontaktu z działem sprzedaży firmy...,pierwsze piętro
299.00,2,70.00,1,Poznań Winogrady ul. Wilczak,Na sprzedaż mieszkanie przy ul. Wilczak. Budynek z lat 30 tych w bardzo dobrym stanie. 2 lata temu odnawiana była elewacja i wymieniany dach. Powierzchnia 80 m2 2 pokoje ( można zrobić 3 pokoje) balkon piwnica 20 m2. Piętro 1 budynek...,pierwsze piętro
277.64,1,40.83,1,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...,pierwsze piętro
390.00,3,65.00,3,Poznań ul. Skórzewo Poznań Plewiska Wysogotowo P,Przepiękny przestronny komfortowy apartament o powierzchni 65 m2 wykończony z najwyższej klasy materiałów z największą starannością i dbałością o szczegóły. Znajduje się na 3 piętrze czteropiętrowego budynku na zamkniętym monitorowanym z..., trzecie
269.00,2,47.70,2,Poznań Winogrady ul. Os. Zwycięstwa,Słoneczne mieszkanie na drugim piętrze w wieżowcu w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe; Okna - PCV; Parapety -..., drugie piętro 
289.00,3,55.50,2,Poznań Piątkowo ul. Osiedle Stefana Batorego,Okazja! Zmiana ceny! Os. St. Batorego! Niski blok! 2 piętro! Polecam na sprzedaż mieszkanie położone na Os. Stefana Batorego. Mieszkanie składa się z trzech pokoi o układzie niezależnym kuchni przedpokoju i łazienki z wc. Metraże: pokój..., drugie piętro 
369.00,2,66.75,3,Poznań Centrum ul. Górna Wilda,Przestronne mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Dwa pokoje okna wychodzące na południe wschód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe; Okna -..., trzecie
300.69,3,49.70,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...,pierwsze piętro
295.50,2,49.25,4,Poznań Jeżyce Rynek Jeżycki ul. Juliusza Słowackiego,Na projekt S25 składają się 4 mieszkania na poddaszu o powierzchni od 41 do 54 m2. Lokalizacja mieszkań w kamienicy z 1919 roku na ul. Słowackiego na poznańskich Jeżycach daje możliwość życia w sercu miasta i korzystania z całej miejskiej...,czwarte piętro
320.00,3,78.00,1,Poznań Nowe Miasto Rataje Żegrze ul. Osiedle Czecha,Mam do zaoferowania duże słoneczne mieszkanie 3-pokojowe na os. Czecha. Główne atuty nieruchomości: • doskonała komunikacja z centrum • rozkład pomieszczeń • bliskość terenów zielonych Nieruchomość złożona z: • pokój 22 m.kw • pokój 18 m.kw •...,pierwsze piętro
172.00,1,30.00,8,Poznań Rataje Starołęka ul. Os. Boh. Ii Wojny Światowej,POLECAM bardzo zadbaną kawalerkę w doskonałej lokalizacji na Osiedlu Bohaterów II Wojny Światowej (Rataje) w Poznaniu!!! OPIS MIESZKANIA: Bardzo zadbana kawalerka o powierzchni 30m2 znajduje się na ósmym piętrze w dziesięciopiętrowym bloku....,ósme piętro
239.00,2,42.70,3,Poznań Grunwald Łazarz ul. Józefa Łukaszewicza,*** NIEZALEŻNY UKŁAD *** PO KAPITALNYM REMONCIE *** WOLNE OD ZARAZ!!! *** Nowe dwupokojowe mieszkanie w centrum Poznania na Łazarzu w pobliżu rynku Łazarskiego. Lokal położony jest na trzecim piętrze czterokondygnacyjnego..., trzecie
170.00,1,30.00,3,Poznań Rataje ul. Os. Bohaterów Ii Wojny Światowej,Polecamy do sprzedaży kawalerkę 30 m2 w atrakcyjnym miejscu w bloku na os. Bohaterów II Wojny Św. Mieszkanie składa się z przedpokoju pokoju ok. 18 m2 kuchni ok. 6 m2 oraz łazienki ok. 4 m2. Z pokoju wyposażonego w dużą szafę typu Komandor..., trzecie
499.00,5,121.00,4,Poznań ul. Wierzbięcice,B.T- bezpieczna transakcja z Pośrednikiem 19 lat doświadczeń!! Na sprzedaż 6 pokojowe mieszkanie w kamienicy w Poznaniu na Wildzie przy ulicy Wierzbięcice o powierzchni 121 m2 zlokalizowane na 4 piętrze w 5 piętrowej kamienic z 1916 roku....,czwarte piętro
